Date,Friday,Sunday,Weekend,djia,nasdaq,snp
2017-02-14,4.57,4.57,4.57,92.25,0.08,9.33
2017-02-15,0.63,0.63,0.63,107.45,0.47,11.67
2017-02-16,-4.21,-4.21,-4.21,7.91,0.09,-2.03
2017-02-17,8.77,8.77,8.77,4.28,0.17,3.94
2017-02-21,-4.65,1.84,-0.11,118.95,-0.14,14.22
2017-02-22,-0.33,-0.33,-0.33,32.6,-0.13,-2.56
2017-02-23,-6.27,-6.27,-6.27,34.72,0.21,0.99
2017-02-24,3.88,3.88,3.88,11.44,0.0,3.53
2017-02-27,-0.77,1.2,-1.93,15.68,-0.3,2.39
2017-02-28,0.49,0.49,0.49,-25.2,-0.04,-6.09
2017-03-01,4.07,4.07,4.07,303.31,1.07,32.32
2017-03-02,-7.15,-7.15,-7.15,-112.58,-0.93,-14.04
2017-03-03,5.61,5.61,5.61,2.74,-0.16,1.2
2017-03-06,1.77,-1.19,0.79,-51.37,0.27,-7.81
2017-03-07,-4.84,-4.84,-4.84,-29.58,-0.43,-6.92
2017-03-08,1.22,1.22,1.22,-69.03,-0.2,-5.41
2017-03-09,-5.38,-5.38,-5.38,2.46,0.35,1.89
2017-03-10,1.82,1.82,1.82,44.79,-0.12,7.73
2017-03-13,-0.11,-3.36,-3.34,-21.5,-0.18,0.87
2017-03-14,3.97,3.97,3.97,-44.11,-0.07,-8.02
2017-03-15,-1.78,-1.78,-1.78,112.73,0.11,19.81
2017-03-16,2.05,2.05,2.05,-15.55,0.34,-3.88
2017-03-17,-2.38,-2.38,-2.38,-19.93,-0.28,-3.13
2017-03-20,3.31,0.25,1.0,-8.76,-0.11,-4.78
2017-03-21,-2.0,-2.0,-2.0,-237.85,-1.03,-29.45
2017-03-22,-1.64,-1.64,-1.64,-6.71,-0.04,4.43
2017-03-23,-1.28,-1.28,-1.28,-4.72,0.03,-2.49
2017-03-24,2.0,2.0,2.0,-59.86,0.12,-1.98
2017-03-27,-0.36,-0.72,-0.13,-45.74,-0.84,-2.39
2017-03-28,5.88,5.88,5.88,150.52,0.13,16.98
2017-03-29,-3.22,-3.22,-3.22,-42.18,-0.47,2.56
2017-03-30,-8.65,-8.65,-8.65,69.17,0.72,6.93
2017-03-31,7.09,7.09,7.09,-65.27,0.06,-5.34
2017-04-03,0.49,-2.75,-0.81,-13.01,-0.54,-3.88
2017-04-04,-4.11,-4.11,-4.11,39.03,-0.28,1.32
2017-04-05,2.11,2.11,2.11,-41.09,0.46,-7.21
2017-04-06,-1.29,-1.29,-1.29,14.8,0.04,4.54
2017-04-07,-4.66,-4.66,-4.66,-6.85,0.09,-1.95
2017-04-10,4.58,0.99,1.0,1.92,0.14,1.62
2017-04-11,-0.59,-0.59,-0.59,-6.72,-0.36,-3.38
2017-04-12,7.15,7.15,7.15,-59.44,-0.32,-8.85
2017-04-13,-2.62,-2.62,-2.62,-138.61,-0.57,-15.98
2017-04-17,-1.97,-6.05,-3.63,183.67,0.97,20.06
2017-04-18,-0.49,-0.49,-0.49,-113.64,0.02,-6.82
2017-04-19,2.69,2.69,2.69,-118.79,0.07,-4.02
2017-04-20,0.78,0.78,0.78,174.22,0.95,17.67
2017-04-21,-5.9,-5.9,-5.9,-30.95,-0.21,-7.15
2017-04-24,-0.16,-7.54,-3.64,216.13,0.54,25.46
2017-04-25,1.21,1.21,1.21,232.23,0.08,14.46
2017-04-26,1.67,1.67,1.67,-21.03,-0.99,-1.16
2017-04-27,4.71,4.71,4.71,6.24,-0.87,1.32
2017-04-28,-3.13,-3.13,-3.13,-40.82,0.2,-4.57
