Date,Natural1,Natural2,Natural3,djia,nasdaq,snp
2017-03-03,2.97,2.97,2.97,2.74,-0.16,1.2
2017-03-06,-1.19,-1.19,-1.19,-51.37,0.27,-7.81
2017-03-07,-4.84,-4.84,-4.84,-29.58,-0.43,-6.92
2017-03-08,1.22,1.22,1.82,-69.03,-0.2,-5.41
2017-03-09,-5.38,6.43,6.43,2.46,0.35,1.89
2017-03-10,-3.18,-3.18,-3.18,44.79,-0.12,7.73
2017-03-13,-3.36,-3.36,-3.36,-21.5,-0.18,0.87
2017-03-14,3.97,3.97,3.97,-44.11,-0.07,-8.02
2017-03-15,-1.78,-1.78,-2.38,112.73,0.11,19.81
2017-03-16,2.05,3.86,3.86,-15.55,0.34,-3.88
2017-03-17,-0.8,-0.8,-0.8,-19.93,-0.28,-3.13
2017-03-20,0.25,0.25,0.25,-8.76,-0.11,-4.78
2017-03-21,-2.0,-2.0,-2.0,-237.85,-1.03,-29.45
2017-03-22,-1.64,-1.64,2.0,-6.71,-0.04,4.43
2017-03-23,-1.28,-1.05,-1.05,-4.72,0.03,-2.49
2017-03-24,1.41,1.41,1.41,-59.86,0.12,-1.98
2017-03-27,-0.72,-0.72,-0.72,-45.74,-0.84,-2.39
2017-03-28,5.88,5.88,5.88,150.52,0.13,16.98
2017-03-29,-3.22,-3.22,7.09,-42.18,-0.47,2.56
2017-03-30,-8.65,0.67,0.67,69.17,0.72,6.93
2017-03-31,2.57,2.57,2.57,-65.27,0.06,-5.34
2017-04-03,-2.75,-2.75,-2.75,-13.01,-0.54,-3.88
2017-04-04,-4.11,-4.11,-4.11,39.03,-0.28,1.32
2017-04-05,2.11,2.11,-4.66,-41.09,0.46,-7.21
2017-04-06,-1.29,7.14,7.14,14.8,0.04,4.54
2017-04-07,-3.55,-3.55,-3.55,-6.85,0.09,-1.95
2017-04-10,0.99,0.99,0.99,1.92,0.14,1.62
2017-04-11,-0.59,-0.59,1.8,-6.72,-0.36,-3.38
2017-04-12,7.15,-1.05,-1.05,-59.44,-0.32,-8.85
2017-04-13,3.33,3.33,3.33,-138.61,-0.57,-15.98
2017-04-17,-6.05,-6.05,-6.05,183.67,0.97,20.06
2017-04-18,-0.49,-0.49,-0.49,-113.64,0.02,-6.82
2017-04-19,2.69,2.69,-5.9,-118.79,0.07,-4.02
2017-04-20,0.78,3.07,3.07,174.22,0.95,17.67
2017-04-21,4.31,4.31,4.31,-30.95,-0.21,-7.15
2017-04-24,-7.54,-7.54,-7.54,216.13,0.54,25.46
2017-04-25,1.21,1.21,1.21,232.23,0.08,14.46
2017-04-26,1.67,1.67,1.67,-21.03,-0.99,-1.16
2017-04-27,4.71,4.71,4.71,6.24,-0.87,1.32
2017-04-28,-3.13,-3.13,-3.13,-40.82,0.2,-4.57
