Date,Friday,Sunday,Weekend,djia,nasdaq,snp
2017-03-17,-3.1,-3.1,-3.1,-19.93,-0.28,-3.13
2017-03-20,3.42,-3.35,-2.34,-8.76,-0.11,-4.78
2017-03-21,-12.52,-12.52,-12.52,-237.85,-1.03,-29.45
2017-03-22,3.37,3.37,3.37,-6.71,-0.04,4.43
2017-03-23,3.91,3.91,3.91,-4.72,0.03,-2.49
2017-03-24,-1.7,-1.7,-1.7,-59.86,0.12,-1.98
2017-03-27,3.03,-4.66,1.07,-45.74,-0.84,-2.39
2017-03-28,8.68,8.68,8.68,150.52,0.13,16.98
2017-03-29,-2.06,-2.06,-2.06,-42.18,-0.47,2.56
2017-03-30,-0.47,-0.47,-0.47,69.17,0.72,6.93
2017-03-31,1.9,1.9,1.9,-65.27,0.06,-5.34
2017-04-03,-6.37,-11.97,-7.53,-13.01,-0.54,-3.88
2017-04-04,-3.04,-3.04,-3.04,39.03,-0.28,1.32
2017-04-05,-3.98,-3.98,-3.98,-41.09,0.46,-7.21
2017-04-06,-2.09,-2.09,-2.09,14.8,0.04,4.54
2017-04-07,3.58,3.58,3.58,-6.85,0.09,-1.95
2017-04-10,3.18,-9.63,-4.44,1.92,0.14,1.62
2017-04-11,-6.07,-6.07,-6.07,-6.72,-0.36,-3.38
2017-04-12,-0.58,-0.58,-0.58,-59.44,-0.32,-8.85
2017-04-13,1.56,1.56,1.56,-138.61,-0.57,-15.98
2017-04-17,10.33,4.5,9.41,183.67,0.97,20.06
2017-04-18,-6.06,-6.06,-6.06,-113.64,0.02,-6.82
2017-04-19,2.35,2.35,2.35,-118.79,0.07,-4.02
2017-04-20,1.4,1.4,1.4,174.22,0.95,17.67
2017-04-21,-0.62,-0.62,-0.62,-30.95,-0.21,-7.15
2017-04-24,2.13,7.38,2.57,216.13,0.54,25.46
2017-04-25,3.49,3.49,3.49,232.23,0.08,14.46
2017-04-26,-4.28,-4.28,-4.28,-21.03,-0.99,-1.16
2017-04-27,2.83,2.83,2.83,6.24,-0.87,1.32
2017-04-28,0.75,0.75,0.75,-40.82,0.2,-4.57
